INFO 2026-06-11 14:48:57,051 autoreload 10488 11888 Watching for file changes with StatReloader
INFO 2026-06-11 15:22:49,026 basehttp 10488 19776 "GET /api/patients/15/visits/ HTTP/1.1" 200 2
INFO 2026-06-11 15:22:53,243 basehttp 10488 17164 "GET /api/visits/?today=true&limit=10 HTTP/1.1" 200 52
INFO 2026-06-11 15:22:53,260 basehttp 10488 19776 "GET /api/dashboard/ HTTP/1.1" 200 180
INFO 2026-06-11 15:22:53,305 basehttp 10488 19440 "GET /api/visits/?today=true&limit=10 HTTP/1.1" 200 52
INFO 2026-06-11 15:22:53,329 basehttp 10488 17164 "GET /api/dashboard/ HTTP/1.1" 200 180
INFO 2026-06-11 15:22:55,506 basehttp 10488 19440 "GET /api/specialized-services/ HTTP/1.1" 200 743
INFO 2026-06-11 15:22:55,513 basehttp 10488 17164 "GET /api/doctors/?is_active=true HTTP/1.1" 200 590
INFO 2026-06-11 15:22:55,572 basehttp 10488 19440 "GET /api/doctors/?is_active=true HTTP/1.1" 200 590
INFO 2026-06-11 15:22:55,572 basehttp 10488 19776 "GET /api/specialized-services/ HTTP/1.1" 200 743
INFO 2026-06-11 15:23:03,311 basehttp 10488 19776 "OPTIONS /api/patients/?search=maulid HTTP/1.1" 200 0
INFO 2026-06-11 15:23:03,389 basehttp 10488 19776 "GET /api/patients/?search=maulid HTTP/1.1" 200 161
INFO 2026-06-11 15:23:04,449 basehttp 10488 19776 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:23:10,726 basehttp 10488 19776 "GET /api/patients/?search=maulid HTTP/1.1" 200 161
INFO 2026-06-11 15:23:39,304 basehttp 10488 19776 "GET /api/patients/?search=maulid HTTP/1.1" 200 161
INFO 2026-06-11 15:23:43,240 basehttp 10488 19440 "GET /api/visits/?today=true&limit=10 HTTP/1.1" 200 52
INFO 2026-06-11 15:23:43,245 basehttp 10488 19776 "GET /api/dashboard/ HTTP/1.1" 200 180
INFO 2026-06-11 15:23:43,288 basehttp 10488 17164 "GET /api/visits/?today=true&limit=10 HTTP/1.1" 200 52
INFO 2026-06-11 15:23:43,310 basehttp 10488 19440 "GET /api/dashboard/ HTTP/1.1" 200 180
INFO 2026-06-11 15:23:47,640 basehttp 10488 19440 "GET /api/doctors/?is_active=true HTTP/1.1" 200 590
INFO 2026-06-11 15:23:47,658 basehttp 10488 17164 "GET /api/specialized-services/ HTTP/1.1" 200 743
INFO 2026-06-11 15:23:47,696 basehttp 10488 19776 "GET /api/doctors/?is_active=true HTTP/1.1" 200 590
INFO 2026-06-11 15:23:47,707 basehttp 10488 19440 "GET /api/specialized-services/ HTTP/1.1" 200 743
INFO 2026-06-11 15:23:48,760 basehttp 10488 19776 "GET /api/visits/?today=true&limit=10 HTTP/1.1" 200 52
INFO 2026-06-11 15:23:48,773 basehttp 10488 19440 "GET /api/dashboard/ HTTP/1.1" 200 180
INFO 2026-06-11 15:23:48,807 basehttp 10488 17164 "GET /api/visits/?today=true&limit=10 HTTP/1.1" 200 52
INFO 2026-06-11 15:23:48,839 basehttp 10488 19776 "GET /api/dashboard/ HTTP/1.1" 200 180
INFO 2026-06-11 15:23:50,008 basehttp 10488 17164 "GET /api/specialized-services/ HTTP/1.1" 200 743
INFO 2026-06-11 15:23:50,023 basehttp 10488 19776 "GET /api/doctors/?is_active=true HTTP/1.1" 200 590
INFO 2026-06-11 15:23:50,067 basehttp 10488 19440 "GET /api/specialized-services/ HTTP/1.1" 200 743
INFO 2026-06-11 15:23:50,078 basehttp 10488 17164 "GET /api/doctors/?is_active=true HTTP/1.1" 200 590
INFO 2026-06-11 15:23:54,696 basehttp 10488 17164 "GET /api/patients/?search=maulid HTTP/1.1" 200 161
INFO 2026-06-11 15:24:04,447 basehttp 10488 17164 "GET /api/notifications/unread_count/ HTTP/1.1" 200 18
INFO 2026-06-11 15:24:08,407 basehttp 10488 17164 "POST /api/auth/refresh/ HTTP/1.1" 200 269
